Wall time,Step,Value
1721052786.018294,1,2.4590630531311035
1721052853.5409715,2,2.4191081523895264
1721052922.6382685,3,2.4245612621307373
1721052990.207367,4,2.4084413051605225
1721053056.2108946,5,2.386338710784912
1721053119.8366892,6,2.3529915809631348
1721053185.3935337,7,2.099940776824951
1721053251.0172963,8,1.8000215291976929
1721053313.8655863,9,1.953852891921997
1721053379.861025,10,1.8732954263687132
1721053446.0118337,11,1.7336753606796265
1721053510.727143,12,1.6638126373291016
1721053575.4064794,13,1.3822691440582275
1721053637.6685815,14,0.6978709101676941
1721053702.0180745,15,0.6775307059288025
1721053767.0313954,16,0.7112827897071838
1721053831.8204205,17,0.7076807618141174
1721053897.5963416,18,0.558857262134552
1721053963.8898842,19,0.4136200845241546
1721054027.5610747,20,0.7349639534950256
1721054090.231991,21,0.1296101212501526
1721054153.8653884,22,0.0069469981826841
1721054220.9569595,23,0.0256231576204299
1721054285.370844,24,0.0166385136544704
1721054348.071511,25,0.0116797108203172
1721054411.4044232,26,0.0117890434339642
1721054477.027519,27,0.0119149219244718
1721054543.5262945,28,0.0104927476495504
1721054610.474891,29,0.0086298491805791
1721054677.3297403,30,0.0071802870370447
1721054741.595164,31,0.0064465613104403
1721054808.1346407,32,0.0055873855017125
1721054873.6974208,33,0.0059447474777698
1721054937.5400372,34,0.0097189508378505
1721055001.386346,35,0.0079757813364267
1721055061.4539506,36,0.0076990514062345
1721055125.0094836,37,0.0052960189059376
1721055189.899128,38,0.0048869345337152
1721055254.076834,39,0.0045592919923365
1721055319.3748922,40,0.004198201932013
1721055390.1093812,41,0.0042244596406817
1721055459.005721,42,0.0077923983335494
1721055526.9560995,43,0.0060665640048682
1721055592.4559984,44,0.0073171430267393
1721055657.3091726,45,0.0087201986461877
1721055721.8839874,46,0.0070493570528924
1721055784.302703,47,0.0052554896101355
1721055852.1921525,48,0.0044017792679369
1721055917.3710952,49,0.0039245272055268
1721055976.646209,50,0.0036957855336368
1721056035.1155174,51,0.0032941773533821
1721056094.184969,52,0.0028059133328497
1721056151.1287184,53,0.0026271610986441
1721056209.9844997,54,0.0025178953073918
1721056269.5996375,55,0.002255966886878
1721056329.716859,56,0.0020999771077185
1721056389.0849874,57,0.0019556584302335
1721056447.530294,58,0.0020234482362866
1721056505.3135462,59,0.0034677907824516
1721056566.883795,60,0.0033540898002684
1721056628.124267,61,0.0031252477783709
1721056695.1873324,62,0.0026048603467643
1721056755.5755966,63,0.002472159685567
1721056809.4840777,64,0.0022944626398384
1721056865.1122005,65,0.0020454251207411
1721056921.0177095,66,0.0024677240289747
1721056979.3329206,67,0.0029559957329183
1721057037.9584126,68,0.003188295988366
1721057093.1201525,69,0.0028760975692421
1721057146.9761374,70,0.0033672670833766
1721057197.09682,71,0.0030814851634204
1721057247.775185,72,0.0029006255790591
1721057299.8015742,73,0.0028482754714787
1721057353.4251854,74,0.0026045171543955
1721057403.7408366,75,0.0024639214389026
1721057454.060491,76,0.0022771744988858
1721057506.0550368,77,0.0020045596174895
1721057559.2962008,78,0.0019597571808844
1721057613.6724718,79,0.0020387868862599
1721057666.0186884,80,0.0019527941476553
1721057717.2871652,81,0.0019765032920986
1721057769.897617,82,0.0019949176348745
1721057822.712813,83,0.0018912259256467
1721057873.7277887,84,0.001977989450097
1721057925.4378984,85,0.0020144919399172
1721057977.8132594,86,0.0020034126937389
1721058029.060002,87,0.0019483168143779
1721058081.6287467,88,0.0018803225830197
1721058133.9381857,89,0.0021418288815766
1721058186.835271,90,0.0021161804907023
1721058239.9108193,91,0.0021605363581329
1721058292.0383594,92,0.0028856042772531
1721058345.9919522,93,0.0029125739820301
1721058400.282905,94,0.0048706377856433
1721058454.1347754,95,0.0052118343301117
1721058507.8756402,96,0.0051981704309582
1721058560.7409115,97,0.0045715328305959
1721058613.442571,98,0.0043468601070344
1721058666.0729527,99,0.0023897120263427
1721058718.898749,100,0.0091606481000781
1721058783.0320632,101,0.0126441549509763
1721058850.2032397,102,0.0057191089726984
1721058917.8702974,103,0.0050326120108366
1721058986.909355,104,0.0055362023413181
1721059052.9769878,105,0.0037547908723354
1721059123.8517652,106,0.0020256803836673
1721059193.1011798,107,0.0019459923496469
1721059263.121107,108,0.0018557535950094
1721059331.62156,109,0.0018231201684102
1721059400.5685697,110,0.0058108116500079
1721059467.9076204,111,0.0032360814511775
1721059536.6241548,112,0.0039546717889606
1721059602.8139503,113,0.003253512782976
1721059669.5504162,114,0.002698736032471
1721059738.1313655,115,0.0024107634089887
1721059801.832018,116,0.0033112422097474
1721059866.7911985,117,0.002139052376151
1721059934.6539264,118,0.0012267425190657
1721060002.9023428,119,0.0008738612523302
1721060071.6130445,120,0.0008727234089747
1721060138.350139,121,0.0009040857548825
1721060204.1372323,122,0.0008869618177413
1721060271.7302113,123,0.0008216105634346
1721060339.9716363,124,0.0008228985825553
1721060408.599148,125,0.0019549313001334
1721060481.427904,126,0.001709135947749
1721060559.9301612,127,0.0016637552762404
1721060640.193659,128,0.0009006544132716
1721060717.5055895,129,0.0008535578963346
1721060802.6968968,130,0.0008173206588253
1721060884.8897698,131,0.0007674641674384
1721060966.064608,132,0.0007770243100821
1721061044.2146244,133,0.000727376609575
1721061117.7824771,134,0.0007512204465456
1721061192.9094405,135,0.0010788037907332
1721061268.2654684,136,0.0011725770309567
1721061339.758686,137,0.0011383397504687
1721061413.8824627,138,0.0010892493883147
1721061488.0412986,139,0.0011276460718363
1721061563.3340487,140,0.0014444102998822
1721061642.6059651,141,0.0023233706597238
1721061714.0926993,142,0.0007890529814176
1721061785.4708242,143,0.0007536850171163
1721061856.9695368,144,0.0008375371107831
1721061928.9674313,145,0.0009638423216529
1721061999.422742,146,0.0012074186233803
1721062066.922047,147,0.0014800630742684
1721062126.67521,148,0.0017052188050001
1721062186.766997,149,0.0016553759342059
1721062244.977283,150,0.0007730446523055
1721062305.335025,151,0.0003015908005181
1721062365.6436834,152,0.0002851550816558
1721062424.4844427,153,0.000282430788502
1721062482.4122343,154,0.0002949597255792
1721062542.0649831,155,0.0003106152580585
1721062600.8010845,156,0.0003271705063525
1721062660.682476,157,0.0003321197000332
1721062719.7536256,158,0.0003374273364897
1721062778.8967855,159,0.000358672987204
1721062837.8624113,160,0.0003832839429378
1721062895.8851705,161,0.0002689434331841
1721062954.913662,162,0.0001992979523492
1721063013.7408905,163,0.0002030918840318
1721063074.5607183,164,0.0002089742338284
1721063190.8759406,166,0.0001978110522031
1721063247.7488282,167,0.000199358939426
1721063303.9071212,168,0.0001973119506146
1721063360.992658,169,0.0001975285558728
1721063417.62684,170,0.0001946154225151
1721063475.295723,171,0.0001958669599844
1721063532.8265347,172,0.0001984283735509
1721063590.6022456,173,0.0001990405435208
1721063647.0859892,174,0.0002031982439802
1721063703.4225807,175,0.0002221569156972
1721063758.0312145,176,0.0002284550864715
1721063814.511707,177,0.0002301036874996
1721063871.3828907,178,0.000221294190851
1721063929.873797,179,0.0002211440296377
1721063986.133312,180,0.0002254213904961
1721064043.0612822,181,0.0002221314643975
1721064101.505792,182,0.0002111464564222
1721064161.5553644,183,0.0002159046416636
1721064220.9576695,184,0.000217380511458
1721064279.1633794,185,0.0002190411032643
1721064338.1556995,186,0.0002179057337343
1721064396.8089087,187,0.0002091221977025
1721064452.9405403,188,0.0002187933278037
1721064509.4343965,189,0.0002302854263689
1721064568.3843036,190,0.0002234028215752
1721064625.0243814,191,0.0002210225502494
1721064681.674372,192,0.0002221798931714
1721064739.9924104,193,0.000245177274337
1721064796.003177,194,0.0002633684198372
1721064855.3747892,195,0.0003209596034139
1721064913.4361842,196,0.000351140188286
1721064968.1702452,197,0.0003863686288241
1721065026.9125092,198,0.0005013232002966
1721065086.441397,199,0.0007284592138603
1721065144.957033,200,0.0011242571054026
1721065217.0883863,201,2.4617669582366943
1721065275.9821615,202,2.4093270301818848
1721065335.1664608,203,2.400312900543213
1721065397.876463,204,2.2841897010803223
1721065458.5527074,205,2.257249355316162
1721065517.6940296,206,2.0705983638763428
1721065576.8043537,207,2.246070384979248
1721065634.6827247,208,2.1836495399475098
1721065693.9102852,209,2.071763038635254
1721065753.727535,210,1.730259656906128
1721065812.4871085,211,1.891152024269104
1721065871.6681132,212,1.8356590270996092
1721065931.7412882,213,0.9389867782592772
1721065990.5561595,214,0.1411168724298477
1721066172.9210317,217,0.8362619280815125
1721066232.2787983,218,0.3513877093791961
1721066290.2521734,219,0.5701652765274048
1721066351.9137764,220,0.5503494143486023
1721066411.4783597,221,0.6388095617294312
1721066471.1020474,222,0.4214097857475281
1721066529.054037,223,0.5759702920913696
1721066585.797948,224,0.5357882976531982
1721066642.8572538,225,0.6031762361526489
1721066863.548356,229,0.1117983609437942
1721066918.4711545,230,0.1536078453063964
1721066974.8128784,231,0.1333486586809158
1721067083.310375,233,0.2477392703294754
1721067137.687854,234,0.3967502117156982
1721067190.2553551,235,0.3637073338031769
1721067242.3935711,236,0.2738783359527588
1721067297.8691137,237,0.2452018707990646
1721067348.5963836,238,0.250205248594284
1721067401.5114627,239,0.3617703318595886
1721067452.8066194,240,0.4683762192726135
1721067503.7383444,241,0.4277294278144836
1721067610.0088103,243,0.2223669588565826
1721067661.0551305,244,0.6249611973762512
1721067710.9754884,245,0.2926646769046783
1721067861.5944543,248,0.0721062496304512
1721068012.8341112,251,0.0458055660128593
1721068062.238876,252,0.0455101206898689
1721068114.4657352,253,0.0313992723822593
1721068165.239527,254,0.072586640715599
1721068214.8380532,255,0.0517920143902301
1721068265.537944,256,0.0269946102052927
1721068314.154605,257,0.0179494321346282
1721068362.839618,258,0.0147315319627523
1721068413.8229375,259,0.021489767357707
1721068464.0040796,260,0.0119896065443754
1721068614.1816664,263,0.0076673803851008
1721068664.191121,264,0.00535090547055
1721068714.8963242,265,0.0052374089136719
1721068764.856151,266,0.0110075417906045
1721068815.240235,267,0.0064090727828443
1721068960.5080085,270,0.0032741371542215
1721069106.4629886,273,0.002502212068066
1721069251.653479,276,0.0018465131288394
1721069302.6345634,277,0.0027680608909577
1721069351.5676537,278,0.0043388167396187
1721069401.154325,279,0.0065696188248693
1721069449.9374251,280,0.0044276849366724
1721069497.6348848,281,0.0034819014836102
1721069546.7086525,282,0.0055675385519862
1721069595.847892,283,0.012014977633953
1721069644.6955926,284,0.0088809868320822
1721069692.7918284,285,0.0070505426265299
1721069740.452089,286,0.0065378164872527
1721069789.2202995,287,0.0050806421786546
1721069886.91304,289,0.0026608784683048
1721070082.0431054,293,0.0015306056011468
1721070132.4202306,294,0.00133008568082
