Wall time,Step,Value
1721053603.7789695,13,2.4227049350738525
1721054345.4869754,22,2.362876415252685
1721057117.8637512,58,2.4029769897460938
1721057611.8899567,66,2.219778537750244
1721064844.7082334,171,0.7930406332015991
1721066797.353377,201,2.462823867797852
1721066856.9982328,202,2.44570255279541
1721066915.9385529,203,2.391226530075073
1721066975.4081795,204,2.366415739059448
1721067033.1298592,205,2.340725898742676
1721067111.588708,206,2.348641872406006
1721067165.6135912,207,2.3082730770111084
1721067217.4850898,208,2.2376999855041504
1721067272.123113,209,2.1984848976135254
1721067325.0414257,210,2.2078604698181152
1721067400.3268836,211,2.30111026763916
1721067451.5459423,212,2.319453716278076
1721067503.7462325,213,2.297568798065185
1721067557.304776,214,2.2287983894348145
1721067688.6693912,216,2.1956000328063965
1721067739.7635803,217,2.194180488586426
1721067792.540846,218,2.2007322311401367
1721067845.8608136,219,2.1768505573272705
1721067899.1950195,220,2.0446572303771973
1721067976.5205927,221,2.039133787155152
1721068029.3318462,222,1.9963321685791016
1721068083.4886258,223,1.9463021755218504
1721068138.087196,224,1.938372254371643
1721068191.8547668,225,1.9676513671875
1721068320.644492,227,2.060634136199951
1721068374.3054795,228,2.0118470191955566
1721068428.510975,229,1.950017333030701
1721068482.280357,230,1.8786799907684328
1721068558.7299626,231,1.8786191940307615
1721068610.516597,232,1.9056358337402344
1721068662.4659867,233,1.927245497703552
1721068717.1833403,234,1.9094655513763428
1721068770.7739534,235,1.7801536321640017
1721068849.118958,236,1.7621135711669922
1721068901.3454292,237,1.6560564041137695
1721068954.508504,238,1.541015386581421
1721069009.022123,239,1.4954330921173096
1721069065.0975242,240,1.4485197067260742
1721069141.7796867,241,1.4931069612503052
1721069192.2881837,242,1.343210220336914
1721069244.4710894,243,1.2167381048202517
1721069298.002753,244,1.1399505138397217
1721069350.70208,245,1.0528478622436523
1721069531.2445073,248,1.042718529701233
1721069713.9211318,251,1.06278395652771
1721069766.144101,252,0.9054867029190063
1721069818.2427385,253,0.5481050610542297
1721069871.4422991,254,0.2868160605430603
1721069925.609808,255,0.1731626242399215
1721070002.2673037,256,0.1374661326408386
1721070053.895655,257,0.0866129249334335
1721070106.009754,258,0.0670662522315979
1721070158.8255188,259,0.0668556913733482
1721070211.4679427,260,0.0695359259843826
1721070342.0987191,262,0.0585232302546501
1721070394.779318,263,0.0482871569693088
1721070448.4040303,264,0.0535301677882671
1721070503.1811457,265,0.0468901358544826
1721070581.453768,266,0.0350906141102314
1721070632.7200782,267,0.0262446496635675
1721070789.328843,270,0.0201031863689422
1721070863.8855948,271,0.0172876063734293
1721070967.4263842,273,0.014683423563838
1721071020.2395177,274,0.0129589531570672
1721071150.8734417,276,0.0136370137333869
1721071203.83929,277,0.012544167228043
1721071256.964363,278,0.0115622831508517
1721071310.643056,279,0.010649156756699
1721071365.409639,280,0.0099486913532018
1721071443.971336,281,0.0109210424125194
1721071496.169508,282,0.0102175688371062
1721071546.603125,283,0.0096392994746565
1721071599.7728684,284,0.0090218717232346
1721071653.249494,285,0.008415212854743
1721071730.9072244,286,0.0096907392144203
1721071783.2765253,287,0.0090009542182087
1721071834.8224654,288,0.0088606402277946
1721071888.033457,289,0.0082714520394802
1721072014.930419,291,0.0087294206023216
1721072064.870063,292,0.0086381509900093
1721072117.1122637,293,0.0084187863394618
1721072169.4239264,294,0.0086566042155027
1721072220.3643198,295,0.0086144600063562
1721072294.513977,296,0.0092163765802979
1721072343.6765711,297,0.0089266644790768
1721072394.4841475,298,0.0086160264909267
1721072445.6454115,299,0.0081771230325102
1721072496.7501986,300,0.0078442022204399
1721072573.8340857,301,0.0080366991460323
1721072625.6033037,302,0.007574756629765
1721072679.045696,303,0.0071128220297396
1721072731.5413923,304,0.0075260894373059
1721072784.540003,305,0.0089586712419986
1721072862.4885166,306,0.0110752182081341
1721072918.4802248,307,0.0107351345941424
1721072971.6209192,308,0.0102767497301101
1721073024.1371057,309,0.0096089113503694
1721073075.993956,310,0.0090301819145679
1721073153.0642116,311,0.0083576999604702
1721073204.545846,312,0.0075969928875565
1721073256.3873982,313,0.0070287636481225
1721073307.2572796,314,0.0066697476431727
1721073357.1052625,315,0.0063821272924542
1721073430.5689688,316,0.0060634752735495
1721073479.833145,317,0.0058941831812262
1721073529.6758523,318,0.0056684105657041
1721073579.8864856,319,0.0053695039823651
1721073629.407884,320,0.005066149868071
1721073704.231446,321,0.0049430858343839
1721073754.586723,322,0.0047129020094871
1721073804.9107783,323,0.00452675903216
1721073856.3582718,324,0.0044200345873832
1721073909.719984,325,0.004249716643244
1721073983.8550687,326,0.0088472794741392
1721074035.0641172,327,0.0083029717206954
1721074085.8130884,328,0.0079358639195561
1721074136.29139,329,0.0074785896576941
1721074186.7483733,330,0.00718405097723
1721074309.1577473,332,0.0063381814397871
1721074358.2435896,333,0.006123355589807
1721074408.2998464,334,0.0056943772360682
1721074457.6591492,335,0.0053288443014025
1721074530.2609942,336,0.005837186705321
1721074579.54718,337,0.0055580772459506
1721074628.1147745,338,0.0053242268040776
1721074676.1926868,339,0.0050761471502482
1721074726.1487105,340,0.0049345940351486
1721074798.5055964,341,0.0047915265895426
1721074896.618168,343,0.0046340310946106
1721074946.0139997,344,0.0045509254559874
1721074997.9913564,345,0.0044622677378356
1721075073.681816,346,0.004407740663737
1721075122.515813,347,0.0042766919359564
1721075171.572169,348,0.004344658460468
1721075219.2185965,349,0.0048376680351793
1721075267.2340016,350,0.0051721772179007
1721075337.5575967,351,0.0053486372344195
1721075385.0118203,352,0.0053263269364833
1721075431.4575818,353,0.0050999671220779
1721075479.8797076,354,0.0048520877026021
1721075528.0480468,355,0.0046858401037752
1721075599.1646483,356,0.0043832175433635
1721075647.0013406,357,0.0042181378230452
1721075692.9136348,358,0.0041087372228503
1721075740.0703688,359,0.0040007955394685
1721075856.0334616,361,0.0038315006531774
1721075902.455982,362,0.0037194571923464
1721075949.3341296,363,0.003606817452237
1721075997.2905705,364,0.0035435985773801
1721076043.729129,365,0.0035689608193933
1721076113.9870117,366,0.0035959545057266
1721076159.5239346,367,0.0036104198079556
1721076204.8081,368,0.0035611153580248
1721076250.7455492,369,0.0035331179387867
1721076296.8441706,370,0.0035022150259464
1721076367.9509766,371,0.0040260558016598
1721076412.5862346,372,0.0038827485404908
1721076458.1648643,373,0.0037780434358865
1721076504.7503502,374,0.003685254137963
1721076618.2678432,376,0.003604159457609
1721076662.9623773,377,0.0035259209107607
1721076752.511269,379,0.0034415994305163
1721076797.7112963,380,0.0033784322440624
1721076866.627225,381,0.0129798222333192
1721076911.4245317,382,0.0116388797760009
1721076956.2842417,383,0.0092894230037927
1721077045.2557194,385,0.0078552430495619
1721077113.792626,386,0.0076301665976643
1721077158.041234,387,0.0077831312082707
1721077200.964381,388,0.0092771314084529
1721077243.6142595,389,0.0100802006199955
1721077286.9944108,390,0.0099948560819029
1721077353.7232308,391,0.0098982984200119
1721077395.959095,392,0.0092704277485609
1721077436.9191978,393,0.008306348696351
1721077477.2986069,394,0.0075251795351505
