Wall time,Step,Value
1721052575.9118688,1,2.4537081718444824
1721052984.0424387,8,2.426806926727295
1721053046.1244726,9,2.395016670227051
1721053339.4910362,14,2.373889207839966
1721053518.58508,17,2.390601873397827
1721053697.0034902,20,2.233081340789795
1721053820.8236537,22,2.391421318054199
1721054607.4469397,33,2.395653009414673
1721054677.276254,34,2.388613224029541
1721055315.771304,43,2.3219027519226074
1721055451.629507,45,2.3570351600646973
1721056355.4020617,58,2.302600145339966
1721056560.8910782,61,2.2988414764404297
1721056629.313706,62,2.3739218711853027
1721057519.7458613,78,2.151813745498657
1721057568.5166266,79,1.925776481628418
1721057618.857453,80,1.9114563465118408
1721057669.5354729,81,2.1261231899261475
1721057816.1154408,84,2.202990293502808
1721057914.098457,86,2.2556240558624268
1721058260.6169696,93,2.070481777191162
1721058656.019459,101,2.143218994140625
1721058705.0732925,102,2.2356135845184326
1721059080.4168644,108,2.140544414520264
1721059479.0055404,114,2.084143877029419
1721059543.5895183,115,2.000928401947021
1721059672.056009,117,1.942401885986328
1721059801.6221936,119,2.0300004482269287
1721060065.3296788,123,2.131552457809448
1721060512.2627482,130,1.9112991094589236
1721060650.3261657,132,1.8454010486602783
1721060788.7508292,134,1.990885019302368
1721060859.784464,135,2.139413356781006
1721061506.7355978,144,1.9141191244125368
1721061650.7763023,146,1.4634146690368652
1721061997.452349,151,1.6694326400756836
1721062393.4412248,158,1.7155592441558838
1721062446.6530142,159,1.7677881717681885
1721062502.680126,160,1.6184393167495728
1721062557.279364,161,1.496310472488403
1721062670.416295,163,1.887848138809204
1721062779.643038,165,1.837270736694336
1721063055.8484402,170,1.6906025409698486
1721063111.0704837,171,1.473997950553894
1721063752.0678835,183,1.502356767654419
1721063909.771398,186,1.422831892967224
1721063961.9188907,187,1.7555572986602783
1721064014.3265765,188,1.7052383422851562
1721064068.56868,189,1.6590769290924072
1721064457.4748805,196,1.557762861251831
1721064741.0171278,201,2.463735580444336
1721064794.5848525,202,2.4687633514404297
1721064849.7048693,203,2.437105417251587
1721064903.7867577,204,2.385679244995117
1721064956.139085,205,2.405949831008911
1721065010.202197,206,2.44957971572876
1721065067.5837605,207,2.4447033405303955
1721065123.8800352,208,2.41326117515564
1721065180.1314173,209,2.3757808208465576
1721065237.210779,210,2.333594799041748
1721065293.618507,211,2.43555760383606
1721065351.569487,212,2.383665084838867
1721065408.7794502,213,2.3141815662384038
1721065465.2744114,214,2.2680790424346924
1721065520.5715013,215,2.220181703567505
1721065632.6972902,217,2.4122860431671143
1721065689.3393934,218,2.411292791366577
1721065746.4430213,219,2.4335122108459477
1721065800.563288,220,2.4292540550231934
1721065857.3493664,221,2.40589451789856
1721065914.1156766,222,2.377732515335083
1721065968.6686668,223,2.3553853034973145
1721066079.670786,225,2.3012845516204834
1721066137.452767,226,2.4036896228790283
1721066195.0785885,227,2.395199775695801
1721066250.8431067,228,2.32238245010376
1721066305.1265311,229,2.264629364013672
1721066361.0892477,230,2.2917842864990234
1721066418.1422002,231,2.291941404342652
1721066473.955236,232,2.3532254695892334
1721066527.0052135,233,2.329200029373169
